area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
39041,1,491110,78,0,2020,1,,9,195,190,192,2538387,0,0,1015,,0.55,0.54,0.54,0.54,0.46,0.0,0.0,0.85,,0,0.0,7,3.7,-9,-4.5,-13,-6.3,-113027,-4.3,0,0.0,0,0.0,-19,-1.8
39041,1,54,74,0,2020,1,,1,10,11,12,153103,0,0,1071,,1.37,0.25,0.28,0.3,0.17,0.0,0.0,0.62,,0,0.0,1,11.1,0,0.0,1,9.1,-16699,-9.8,0,0.0,0,0.0,-193,-15.3
39041,1,541,75,0,2020,1,,1,10,11,12,153103,0,0,1071,,1.37,0.25,0.28,0.3,0.17,0.0,0.0,0.62,,0,0.0,1,11.1,0,0.0,1,9.1,-16699,-9.8,0,0.0,0,0.0,-193,-15.3
39041,1,5413,76,0,2020,1,,1,10,11,12,153103,0,0,1071,,2.25,0.32,0.35,0.38,0.23,0.0,0.0,0.65,,0,0.0,1,11.1,0,0.0,1,9.1,-16699,-9.8,0,0.0,0,0.0,-193,-15.3
39041,1,54133,77,0,2020,1,,1,10,11,12,153103,0,0,1071,,2.27,0.34,0.37,0.4,0.24,0.0,0.0,0.65,,0,0.0,1,11.1,0,0.0,1,9.1,-16699,-9.8,0,0.0,0,0.0,-193,-15.3
39041,1,541330,78,0,2020,1,,1,10,11,12,153103,0,0,1071,,2.27,0.34,0.37,0.4,0.24,0.0,0.0,0.65,,0,0.0,1,11.1,0,0.0,1,9.1,-16699,-9.8,0,0.0,0,0.0,-193,-15.3
39041,1,92,74,0,2020,1,,6,33,35,36,708993,0,0,1573,,0.42,0.04,0.04,0.04,0.03,0.0,0.0,0.87,,0,0.0,-5,-13.2,-3,-7.9,-2,-5.3,-48727,-6.4,0,0.0,0,0.0,39,2.5
39041,1,924,75,0,2020,1,,2,25,24,24,560203,0,0,1771,,0.67,0.48,0.47,0.47,0.5,0.0,0.0,1.06,,0,0.0,-3,-10.7,-2,-7.7,-1,-4.0,-31110,-5.3,0,0.0,0,0.0,44,2.5
39041,1,9241,76,0,2020,1,,2,25,24,24,560203,0,0,1771,,0.67,0.48,0.47,0.47,0.5,0.0,0.0,1.06,,0,0.0,-3,-10.7,-2,-7.7,-1,-4.0,-31110,-5.3,0,0.0,0,0.0,44,2.5
39041,1,92412,77,0,2020,1,,2,25,24,24,560203,0,0,1771,,0.71,0.59,0.58,0.58,0.67,0.0,0.0,1.16,,0,0.0,-3,-10.7,-2,-7.7,-1,-4.0,-31110,-5.3,0,0.0,0,0.0,44,2.5
39041,1,924120,78,0,2020,1,,2,25,24,24,560203,0,0,1771,,0.71,0.59,0.58,0.58,0.67,0.0,0.0,1.16,,0,0.0,-3,-10.7,-2,-7.7,-1,-4.0,-31110,-5.3,0,0.0,0,0.0,44,2.5
39041,1,926,75,0,2020,1,,4,8,11,12,148790,0,0,1108,,0.7,0.05,0.07,0.07,0.04,0.0,0.0,0.64,,0,0.0,-2,-20.0,-1,-8.3,-1,-7.7,-17617,-10.6,0,0.0,0,0.0,11,1.0
39041,1,9261,76,0,2020,1,,4,8,11,12,148790,0,0,1108,,0.7,0.05,0.07,0.07,0.04,0.0,0.0,0.64,,0,0.0,-2,-20.0,-1,-8.3,-1,-7.7,-17617,-10.6,0,0.0,0,0.0,11,1.0
39041,1,92611,77,0,2020,1,,3,5,5,8,79934,0,0,1025,,1.15,0.14,0.13,0.16,0.1,0.0,0.0,0.72,,0,0.0,-3,-37.5,-2,-28.6,0,0.0,-43515,-35.2,0,0.0,0,0.0,-214,-17.3
39041,1,926110,78,0,2020,1,,3,5,5,8,79934,0,0,1025,,1.15,0.14,0.13,0.16,0.1,0.0,0.0,0.72,,0,0.0,-3,-37.5,-2,-28.6,0,0.0,-43515,-35.2,0,0.0,0,0.0,-214,-17.3
39041,1,92614,77,0,2020,1,,1,3,6,4,68856,0,0,1222,,0.56,0.11,0.23,0.16,0.13,0.0,0.0,0.77,,0,0.0,1,50.0,1,20.0,-1,-20.0,25898,60.3,0,0.0,0,0.0,396,47.9
39041,1,926140,78,0,2020,1,,1,3,6,4,68856,0,0,1222,,0.56,0.11,0.23,0.16,0.13,0.0,0.0,0.77,,0,0.0,1,50.0,1,20.0,-1,-20.0,25898,60.3,0,0.0,0,0.0,396,47.9
39041,2,10,71,0,2020,1,,15,360,359,358,6408696,0,0,1373,,0.38,0.13,0.13,0.13,0.14,0.0,0.0,1.06,,2,15.4,11,3.2,5,1.4,6,1.7,283213,4.6,0,0.0,0,0.0,33,2.5
39041,2,102,72,0,2020,1,,15,360,359,358,6408696,0,0,1373,,0.39,0.13,0.13,0.13,0.14,0.0,0.0,1.06,,2,15.4,11,3.2,5,1.4,6,1.7,283213,4.6,0,0.0,0,0.0,33,2.5
39041,2,1025,73,0,2020,1,,5,61,62,62,984789,0,0,1228,,0.61,0.04,0.04,0.04,0.04,0.0,0.0,0.94,,1,25.0,12,24.5,11,21.6,8,14.8,226388,29.9,0,0.0,0,0.0,92,8.1
39041,2,1028,73,0,2020,1,,10,299,297,296,5423907,0,0,1403,,0.36,0.28,0.28,0.28,0.31,0.0,0.0,1.1,,1,11.1,-1,-0.3,-6,-2.0,-2,-0.7,56825,1.1,0,0.0,0,0.0,28,2.0
39041,2,62,74,0,2020,1,,5,61,62,62,984789,0,0,1228,,1.33,0.16,0.16,0.16,0.15,0.0,0.0,0.96,,1,25.0,12,24.5,11,21.6,8,14.8,226388,29.9,0,0.0,0,0.0,92,8.1
39041,2,621,75,0,2020,1,,5,61,62,62,984789,0,0,1228,,7.77,2.79,2.84,2.85,2.83,0.0,0.0,1.0,,1,25.0,12,24.5,11,21.6,8,14.8,226388,29.9,0,0.0,0,0.0,92,8.1
39041,2,6211,76,0,2020,1,N,4,0,0,0,0,0,0,0,N,34.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,62111,77,0,2020,1,N,4,0,0,0,0,0,0,0,N,34.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,621111,78,0,2020,1,N,4,0,0,0,0,0,0,0,N,35.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,6213,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,94.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,62134,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,447.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,621340,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,447.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,92,74,0,2020,1,,10,299,297,296,5423907,0,0,1403,,0.36,0.28,0.28,0.28,0.31,0.0,0.0,1.1,,1,11.1,-1,-0.3,-6,-2.0,-2,-0.7,56825,1.1,0,0.0,0,0.0,28,2.0
39041,2,922,75,0,2020,1,,3,47,47,47,908505,0,0,1487,,0.37,0.11,0.11,0.11,0.13,0.0,0.0,1.16,,0,0.0,1,2.2,1,2.2,1,2.2,43287,5.0,0,0.0,0,0.0,40,2.8
39041,2,9221,76,0,2020,1,,3,47,47,47,908505,0,0,1487,,0.37,0.11,0.11,0.11,0.13,0.0,0.0,1.16,,0,0.0,1,2.2,1,2.2,1,2.2,43287,5.0,0,0.0,0,0.0,40,2.8
39041,2,92211,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,922110,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,92212,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,922120,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,92214,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,922140,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,923,75,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,9231,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,92313,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,923130,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,924,75,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,9241,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,92412,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,924120,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,926,75,0,2020,1,N,4,0,0,0,0,0,0,0,N,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,9261,76,0,2020,1,N,4,0,0,0,0,0,0,0,N,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,92612,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,926120,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,92613,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,926130,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,92614,77,0,2020,1,N,2,0,0,0,0,0,0,0,N,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,926140,78,0,2020,1,N,2,0,0,0,0,0,0,0,N,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,928,75,0,2020,1,N,1,0,0,0,0,0,0,0,N,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,9281,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,92811,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,2,928110,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,10,71,0,2020,1,,124,7862,7963,7953,112131432,95391,1605,1088,,1.3,0.91,0.91,0.91,0.91,0.02,0.03,1.0,,0,0.0,282,3.7,347,4.6,274,3.6,6905469,6.6,-874,-0.9,-320,-16.6,26,2.4
39041,3,101,72,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,1012,73,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,102,72,0,2020,1,N,122,0,0,0,0,0,0,0,N,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,1021,73,0,2020,1,,3,32,30,31,454081,0,0,1127,,0.45,0.1,0.09,0.09,0.07,0.0,0.0,0.8,,0,0.0,0,0.0,-2,-6.2,-1,-3.1,-19132,-4.0,0,0.0,0,0.0,-11,-1.0
39041,3,1022,73,0,2020,1,,3,140,140,138,914936,0,0,505,,1.05,1.78,1.79,1.77,1.27,0.0,0.0,0.72,,0,0.0,15,12.0,11,8.5,13,10.4,91790,11.2,0,0.0,0,0.0,4,0.8
39041,3,1024,73,0,2020,1,,5,69,69,69,1005777,0,0,1121,,2.01,1.24,1.23,1.23,1.25,0.0,0.0,1.01,,0,0.0,0,0.0,1,1.5,0,0.0,31904,3.3,0,0.0,0,0.0,30,2.7
39041,3,1025,73,0,2020,1,,57,5473,5552,5469,80447418,13200,290,1126,,1.39,1.01,1.01,1.0,1.1,0.01,0.02,1.1,,0,0.0,175,3.3,226,4.2,68,1.3,4745282,6.3,-3052,-18.8,-35,-10.8,36,3.3
39041,3,1026,73,0,2020,1,N,3,0,0,0,0,0,0,0,N,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,1027,73,0,2020,1,,3,11,11,11,90731,0,0,634,,2.54,0.56,0.56,0.56,0.37,0.0,0.0,0.66,,0,0.0,0,0.0,0,0.0,1,10.0,-7129,-7.3,0,0.0,0,0.0,-72,-10.2
39041,3,1028,73,0,2020,1,,48,1815,1845,1851,26214549,82191,1315,1098,,1.36,0.74,0.76,0.76,0.67,0.03,0.05,0.89,,0,0.0,114,6.7,137,8.0,149,8.8,2049800,8.5,2178,2.7,-285,-17.8,7,0.6
39041,3,22,74,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,221,75,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,2213,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,22131,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,221310,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,22132,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,221320,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,23,74,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,237,75,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,2373,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,23731,77,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,237310,78,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,48-49,74,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,488,75,0,2020,1,N,1,0,0,0,0,0,0,0,N,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,4881,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,48811,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,488119,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,51,74,0,2020,1,,3,140,140,138,914936,0,0,505,,1.05,1.78,1.79,1.77,1.27,0.0,0.0,0.72,,0,0.0,15,12.0,11,8.5,13,10.4,91790,11.2,0,0.0,0,0.0,4,0.8
39041,3,519,75,0,2020,1,,3,140,140,138,914936,0,0,505,,1.09,1.84,1.84,1.82,1.35,0.0,0.0,0.74,,0,0.0,15,12.0,11,8.5,13,10.4,91790,11.2,0,0.0,0,0.0,4,0.8
39041,3,5191,76,0,2020,1,,3,140,140,138,914936,0,0,505,,1.09,1.84,1.84,1.82,1.35,0.0,0.0,0.74,,0,0.0,15,12.0,11,8.5,13,10.4,91790,11.2,0,0.0,0,0.0,4,0.8
39041,3,51912,77,0,2020,1,,3,140,140,138,914936,0,0,505,,1.09,1.84,1.85,1.82,1.35,0.0,0.0,0.74,,0,0.0,15,12.0,11,8.5,13,10.4,91790,11.2,0,0.0,0,0.0,4,0.8
39041,3,519120,78,0,2020,1,,3,140,140,138,914936,0,0,505,,1.09,1.84,1.85,1.82,1.35,0.0,0.0,0.74,,0,0.0,15,12.0,11,8.5,13,10.4,91790,11.2,0,0.0,0,0.0,4,0.8
39041,3,54,74,0,2020,1,N,2,0,0,0,0,0,0,0,N,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,541,75,0,2020,1,N,2,0,0,0,0,0,0,0,N,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,5413,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,54133,77,0,2020,1,N,1,0,0,0,0,0,0,0,N,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,541330,78,0,2020,1,N,1,0,0,0,0,0,0,0,N,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
39041,3,5415,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
